headline,url,publisher,date,stock,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
Leidos Awarded $84.6M Payment from VirnetX Lawsuit vs Apple,https://www.benzinga.com/news/20/05/16123778/leidos-awarded-84-6m-payment-from-virnetx-lawsuit-vs-apple,Charles Gross,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
The Most Popular Smartphone Model Of Q1,https://www.benzinga.com/news/20/05/16115833/the-most-popular-smartphone-model-of-q1,Shanthi Rexaline,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
This New Tool Will Tell You Whether Or Not An Options Spread Is A Good Deal,https://www.benzinga.com/general/education/20/05/16120055/this-new-tool-will-tell-you-whether-or-not-an-options-spread-is-a-good-deal,Spencer Israel,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
"B of A Securities Maintains Buy on Apple, Raises Price Target to $340",https://www.benzinga.com/news/20/05/16117795/b-of-a-securities-maintains-buy-on-apple-raises-price-target-to-340,Vick Meyer,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
3 Apple Analysts Lift Price Targets: Why They're Optimistic On iPhone's Trajectory,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16116516/3-apple-analysts-lift-price-targets-why-theyre-optimistic-on-iphones-trajectory,Shanthi Rexaline,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
'LG reportedly supplying 20 million OLED panels for 'iPhone 12 Max'' -AppleInsider,https://www.benzinga.com/news/20/05/16115993/lg-reportedly-supplying-20-million-oled-panels-for-iphone-12-max-appleinsider,Benzinga Newsdesk,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
Same Old Leadership Song Lifts These Leveraged ETFs,https://www.benzinga.com/trading-ideas/long-ideas/20/05/16112730/same-old-leadership-song-lifts-these-leveraged-etfs,ETF Professor,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
"Deutsche Bank Maintains Buy on Apple, Raises Price Target to $320",https://www.benzinga.com/news/20/05/16114459/deutsche-bank-maintains-buy-on-apple-raises-price-target-to-320,Benzinga_Newsdesk,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
YouTube Makes Its Dedicated Children App Available On Apple TV,https://www.benzinga.com/news/20/05/16113144/youtube-makes-its-dedicated-children-app-available-on-apple-tv,Neer Varshney,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
Samsung Display Secures Majority of Panel Orders for Next-gen iPhone,https://www.benzinga.com/news/20/05/16113529/samsung-display-secures-majority-of-panel-orders-for-next-gen-iphone,Charles Gross,2020-05-27,AAPL,2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,79.52749633789062,112945200,0.0,0.0
Study: 34% Of Americans Report Looking Through Their Partner's Phone Without Permission,https://www.benzinga.com/general/education/20/05/16100606/study-34-of-americans-report-looking-through-their-partners-phone-without-permission,Henry Khederian,2020-05-26,AAPL,2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,79.18250274658203,125522000,0.0,0.0
Apple To Reopen ~100 More US Stores This Week,https://www.benzinga.com/news/20/05/16108713/apple-to-reopen-100-more-us-stores-this-week,Benzinga Newsdesk,2020-05-26,AAPL,2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,79.18250274658203,125522000,0.0,0.0
"'FAANG Stocks Are Strong Once Again,' Facebook, Amazon, Netflix Hit Record Highs Last Week",https://www.benzinga.com/news/20/05/16103196/faang-stocks-are-strong-once-again-facebook-amazon-netflix-hit-record-highs-last-week,Neer Varshney,2020-05-26,AAPL,2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,79.18250274658203,125522000,0.0,0.0
The Secret to Tech's Resilience to COVID-19- Infrastructure Expansion,https://www.benzinga.com/news/earnings/20/05/16093892/the-secret-to-techs-resilience-to-covid-19-infrastructure-expansion,IAM Newswire,2020-05-22,AAPL,2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,79.72250366210938,81803200,0.0,0.0
"Apple Is Seeking An Executive To Lead Original Podcast Effort, Is Buying Original Podcasts That Would Be Exclusive; New Podcasts Will Help Promote TV+ Video Service",https://www.benzinga.com/tech/20/05/16088267/apple-is-seeking-an-executive-to-lead-original-podcast-effort-is-buying-original-podcasts-that-would,Benzinga Newsdesk,2020-05-21,AAPL,2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,79.2125015258789,102688800,0.0,0.0
Evercore ISI Analyst Amit DAryanani Says Apple Can Exceed $100 Billion In Services Revenue In The Fiscal Year Ending In September 2024,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16088238/evercore-isi-analyst-amit-daryanani-says-apple-can-exceed-100-billion-in-services-r,Benzinga Newsdesk,2020-05-21,AAPL,2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,79.2125015258789,102688800,0.0,0.0
Apple Vs. Tesla: Morgan Stanley Breaks Down The Parallels,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16084937/apple-vs-tesla-morgan-stanley-breaks-down-the-parallels,Elizabeth Balboa,2020-05-21,AAPL,2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,79.2125015258789,102688800,0.0,0.0
"As The Global Economy Weighs Fears Of A Recession, Travel Is Already In A Depression",https://www.benzinga.com/news/20/05/16086804/as-the-global-economy-weighs-fears-of-a-recession-travel-is-already-in-a-depression,IAM Newswire,2020-05-21,AAPL,2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,79.2125015258789,102688800,0.0,0.0
Hearing Evercore ISI Raises Price Target On Apple From $330 To $345,https://www.benzinga.com/news/20/05/16083197/hearing-evercore-isi-raises-price-target-on-apple-from-330-to-345,Benzinga Newsdesk,2020-05-21,AAPL,2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,79.2125015258789,102688800,0.0,0.0
Apple's Face ID Will Allow Mask Wearing Users To Unlock Their Phones Quickly,https://www.benzinga.com/news/20/05/16081929/apples-face-id-will-allow-mask-wearing-users-to-unlock-their-phones-quickly,Shivdeep Dhaliwal,2020-05-20,AAPL,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,79.80750274658203,111504800,0.0,0.0
'COVID-19 exposure notification settings begin to go live for iOS users with new update' -TechCrunch,https://www.benzinga.com/news/20/05/16077723/covid-19-exposure-notification-settings-begin-to-go-live-for-ios-users-with-new-update-techcrunch,Benzinga Newsdesk,2020-05-20,AAPL,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,79.80750274658203,111504800,0.0,0.0
Facebook Plans To Resume Work In Office In July At 25% Capacity And Safety Measures In Place,https://www.benzinga.com/news/20/05/16072397/facebook-plans-to-resume-work-in-office-since-july-at-25-capacity-and-safety-measures-in-place,Neer Varshney,2020-05-20,AAPL,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,79.80750274658203,111504800,0.0,0.0
"A Peek Into The Markets: US Stock Futures Climb Ahead Of Earnings, Fed Minutes",https://www.benzinga.com/news/earnings/20/05/16073047/a-peek-into-the-markets-us-stock-futures-climb-ahead-of-target-lowes-earnings,Lisa Levin,2020-05-20,AAPL,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,79.80750274658203,111504800,0.0,0.0
Why Sony Sold Streaming Rights For Tom Hanks Movie To Apple Instead Of Waiting Out The Pandemic,https://www.benzinga.com/news/20/05/16072155/why-sony-sold-streaming-rights-for-tom-hanks-movie-to-apple-instead-of-waiting-out-the-pandemic,Neer Varshney,2020-05-20,AAPL,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,79.80750274658203,111504800,0.0,0.0
Smartphone Sales Picking up in China,https://www.benzinga.com/news/20/05/16072691/smartphone-sales-picking-up-in-china,Benzinga Newsdesk,2020-05-20,AAPL,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,79.80750274658203,111504800,0.0,0.0
"Apple Looking To Diversify Its Manufacturing Base, Will Make Headphones In Vietnam",https://www.benzinga.com/news/20/05/16071474/apple-looking-to-diversify-its-manufacturing-base-will-make-headphones-in-vietnam,Shivdeep Dhaliwal,2020-05-20,AAPL,2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,79.80750274658203,111504800,0.0,0.0
Telemedicine A COVID-19 Winner,https://www.benzinga.com/markets/20/05/16066297/telemedicine-a-covid-19-winner,IAM Newswire,2020-05-19,AAPL,2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,78.28500366210938,101729600,0.0,0.0
"Walmart Earnings Look Strong Across the Board, But Home Depot Down After Missing on EPS",https://www.benzinga.com/markets/20/05/16065422/walmart-earnings-look-strong-across-the-board-but-home-depot-down-after-missing-on-eps,JJ Kinahan,2020-05-19,AAPL,2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,78.28500366210938,101729600,0.0,0.0
Sony To Convert Its Financial Subsidiary Into Wholly Owned Unit Through $3.7B Tender Offer,https://www.benzinga.com/fintech/20/05/16061824/sony-to-convert-its-financial-subsidiary-into-wholly-owned-unit-through-3-7b-tender-offer,Shivdeep Dhaliwal,2020-05-19,AAPL,2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,78.28500366210938,101729600,0.0,0.0
"'Apple buys older shows for TV+, stepping up Netflix challenge' -Earlier SCMP Report",https://www.benzinga.com/news/20/05/16063596/apple-buys-older-shows-for-tv-stepping-up-netflix-challenge-earlier-scmp-report,Benzinga Newsdesk,2020-05-19,AAPL,2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,78.28500366210938,101729600,0.0,0.0
"Here's How Much Investing $1,000 In The 2015 Fitbit IPO Would Be Worth Today",https://www.benzinga.com/general/education/20/05/16057394/heres-how-much-investing-1-000-in-the-2015-fitbit-ipo-would-be-worth-today,Wayne Duggan,2020-05-18,AAPL,2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,78.73999786376953,135178400,0.0,0.0
"More Than 25 US Apple Stores To Reopen, 100 Now Open Around The World",https://www.benzinga.com/news/20/05/16052612/more-than-25-us-apple-stores-to-reopen-100-now-open-around-the-world,Shivdeep Dhaliwal,2020-05-18,AAPL,2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,78.73999786376953,135178400,0.0,0.0
13F From Buffett's Berkshire Shows Maintained Stake In Apple,https://www.benzinga.com/news/20/05/16048421/13f-from-buffetts-berkshire-shows-maintained-stake-in-apple,Benzinga Newsdesk,2020-05-15,AAPL,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,76.92749786376953,166348400,0.0,0.0
US To Block Shipments Of Semiconductors To Huawei: Report,https://www.benzinga.com/news/20/05/16043843/us-to-block-shipments-of-semiconductors-to-huawei-report,Tanzeel Akhtar,2020-05-15,AAPL,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,76.92749786376953,166348400,0.0,0.0
Quick Retreat: Impressive Thursday Turnaround Halted in Its Tracks Amid Fresh Trade Tiff,https://www.benzinga.com/news/20/05/16043881/quick-retreat-impressive-thursday-turnaround-halted-in-its-tracks-amid-fresh-trade-tiff,JJ Kinahan,2020-05-15,AAPL,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,76.92749786376953,166348400,0.0,0.0
Apple shares are trading lower on reports the company is among those China could retaliate against after the US announced it will block chip shipments from Huawei.,https://www.benzinga.com/wiim/20/05/16043287/apple-shares-are-trading-lower-on-reports-the-company-is-among-those-china-could-retaliate-against-a,Benzinga Newsdesk,2020-05-15,AAPL,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,76.92749786376953,166348400,0.0,0.0
"China's Global Times Mentions Qualcomm, Cisco, Apple And Boeing As 'four companies named by Chinese sources as possible targets for retaliation amid US moves against China's Huawei'",https://www.benzinga.com/news/20/05/16042067/chinas-global-times-mentions-qualcomm-cisco-apple-and-boeing-as-four-companies-named-by-chinese-sour,Benzinga Newsdesk,2020-05-15,AAPL,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,76.92749786376953,166348400,0.0,0.0
A Peek Into The Markets: US Stock Futures Up Ahead Of Economic Reports,https://www.benzinga.com/news/earnings/20/05/16040592/a-peek-into-the-markets-us-stock-futures-up-ahead-of-economic-reports,Lisa Levin,2020-05-15,AAPL,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,76.92749786376953,166348400,0.0,0.0
Amazon To Manufacture Face Shields And Sell Them At Cost,https://www.benzinga.com/news/20/05/16039930/amazon-to-manufacture-face-shields-and-sell-them-at-cost,Shivdeep Dhaliwal,2020-05-15,AAPL,2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,76.92749786376953,166348400,0.0,0.0
Taiwanese Apple Supplier TSMC To Build $12B US Chip Factory After Months Of Pressure From Trump Administration,https://www.benzinga.com/government/20/05/16039980/taiwanese-apple-supplier-tsmc-to-build-12b-us-chip-factory-after-months-of-pressure-from-trump-admin,Neer Varshney,2020-05-14,AAPL,2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,77.38500213623047,158929200,0.0,0.0
Apple Confirms Acquisition Of Virtual Reality Startup NextVR,https://www.benzinga.com/m-a/20/05/16039893/apple-confirms-acquisition-of-virtual-reality-startup-nextvr,Neer Varshney,2020-05-14,AAPL,2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,77.38500213623047,158929200,0.0,0.0
'Apple supplier TSMC is reportedly building an Arizona chip plant' -The Verge,https://www.benzinga.com/tech/20/05/16038329/apple-supplier-tsmc-is-reportedly-building-an-arizona-chip-plant-the-verge,Benzinga Newsdesk,2020-05-14,AAPL,2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,77.38500213623047,158929200,0.0,0.0
"'Apple's computerized glasses won't be ready until 2022 'at the earliest,' top analyst says' -CNBC Article",https://www.benzinga.com/news/20/05/16035352/apples-computerized-glasses-wont-be-ready-until-2022-at-the-earliest-top-analyst-says-cnbc-article,Benzinga Newsdesk,2020-05-14,AAPL,2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,77.38500213623047,158929200,0.0,0.0
The Mixed Sony Effect,https://www.benzinga.com/news/earnings/20/05/16032933/the-mixed-sony-effect,IAM Newswire,2020-05-14,AAPL,2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,77.38500213623047,158929200,0.0,0.0
Report: FBI Seizes Sen. Richard Burr's Phone In Investigation Of Coronavirus Stock Sell-Off,https://www.benzinga.com/news/20/05/16030695/report-fbi-seizes-sen-richard-burrs-phone-in-investigation-of-coronavirus-stock-sell-off,Tanzeel Akhtar,2020-05-14,AAPL,2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,77.38500213623047,158929200,0.0,0.0
Apple Plans To Bring Employees Back To Office Even As Tech Peers Hold Off,https://www.benzinga.com/news/20/05/16023383/apple-plans-to-bring-employees-back-to-office-even-as-tech-peers-hold-off,Shanthi Rexaline,2020-05-13,AAPL,2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,76.9124984741211,200622400,0.0,0.0
"Retail Pro Says Giants Like Amazon, Walmart Will Prevail After Coronavirus: 'It's Not Fair'",https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16017455/retail-pro-says-giants-like-amazon-walmart-will-prevail-after-coronavirus-its-not-f,Jayson Derrick,2020-05-13,AAPL,2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,76.9124984741211,200622400,0.0,0.0
"Apple Encourages Chinese Tech Company To Rival Foxconn, Aims To Foster Competition",https://www.benzinga.com/news/20/05/16018605/apple-encourages-chinese-tech-company-to-rival-foxconn-aims-to-foster-competition,Shivdeep Dhaliwal,2020-05-13,AAPL,2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,76.9124984741211,200622400,0.0,0.0
Apple Plans for More Workers to Go Back to Offices Over Months,https://www.benzinga.com/news/20/05/16016882/apple-plans-for-more-workers-to-go-back-to-offices-over-months,Charles Gross,2020-05-12,AAPL,2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,77.85250091552734,162301200,0.0,0.0
"""Stay at Home"" Stocks Still Rule the Roost as Nvidia, Microsoft, Apple Start Week Firmly",https://www.benzinga.com/news/earnings/20/05/16014775/stay-at-home-stocks-still-rule-the-roost-as-nvidia-microsoft-apple-start-week-firmly,JJ Kinahan,2020-05-12,AAPL,2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,77.85250091552734,162301200,0.0,0.0
"Caution Ahead: Biggest Blue-Chips Seek Change, Innovation Post-COVID-19",https://www.benzinga.com/markets/20/05/16012406/caution-ahead-biggest-blue-chips-seek-change-innovation-post-covid-19,IAM Newswire,2020-05-12,AAPL,2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,77.85250091552734,162301200,0.0,0.0
"Analyst Polishes Apple Price Target On 'Teflon-Like' Services, iPhone 12 Outlook",https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16010047/wedbush-polishes-apple-price-target-on-teflon-like-services-iphone-12-outlook,Elizabeth Balboa,2020-05-12,AAPL,2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,77.85250091552734,162301200,0.0,0.0
