headline,url,publisher,date,stock,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
"Fandom, America's Navy Partner For Warzone Tournament To Celebrate National Military Appreciation Month",https://www.benzinga.com/news/20/05/16133089/fandom-americas-navy-partner-for-warzone-tournament-to-celebrate-national-military-appreciation-mont,Crystal Mills,2020-05-29,AMZN,2020-05-29,120.7969970703125,122.11849975585938,119.91000366210938,122.11849975585938,122.11849975585938,70198000,0.0,0.0
"Amazon Offers Full-Time Employment To 125,000 Workers Hired To Meet Increased Demand During Pandemic",https://www.benzinga.com/news/20/05/16135144/amazon-offers-full-time-employment-to-125-000-workers-hired-to-meet-increased-demand-during-the-pand,Neer Varshney,2020-05-29,AMZN,2020-05-29,120.7969970703125,122.11849975585938,119.91000366210938,122.11849975585938,122.11849975585938,70198000,0.0,0.0
"UPS Slaps 'Peak' Surcharge On Amazon, Walmart, Others, As Delivery Requests Balloon Post Lockdown Ease",https://www.benzinga.com/news/20/05/16134488/ups-slaps-peak-surcharge-on-amazon-walmart-others-as-delivery-requests-balloon-post-lockdown-ease,Neer Varshney,2020-05-29,AMZN,2020-05-29,120.7969970703125,122.11849975585938,119.91000366210938,122.11849975585938,122.11849975585938,70198000,0.0,0.0
"'Amazon's website is down for many users across the US' -Tweet From Business Insider; BZ NOTE: Benzinga Reporters In NYC, Detroit Not Experiencing Issues",https://www.benzinga.com/news/20/05/16131561/amazons-website-is-down-for-many-users-across-the-us-tweet-from-business-insider-bz-note-benzinga-re,Benzinga Newsdesk,2020-05-28,AMZN,2020-05-28,119.21649932861328,121.84850311279295,118.9114990234375,120.05500030517578,120.05500030517578,63804000,0.0,0.0
"Here's How Amazon Could Become A Threat To Tesla, Ford And More With Zoox Buy",https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16128693/heres-how-amazon-could-become-a-threat-to-tesla-ford-and-more-with-zoox-buy,Elizabeth Balboa,2020-05-28,AMZN,2020-05-28,119.21649932861328,121.84850311279295,118.9114990234375,120.05500030517578,120.05500030517578,63804000,0.0,0.0
"'Rivian reopens factory, delays electric pickup/SUV, but Amazon delivery van is still on time' -Electrek Report",https://www.benzinga.com/news/20/05/16129055/rivian-reopens-factory-delays-electric-pickupsuv-but-amazon-delivery-van-is-still-on-time-electrek-r,Benzinga Newsdesk,2020-05-28,AMZN,2020-05-28,119.21649932861328,121.84850311279295,118.9114990234375,120.05500030517578,120.05500030517578,63804000,0.0,0.0
Hearing Amazon Has Said It Will Keep 125K Of 175K Jobs Added During Pandemic As Permanent Positions,https://www.benzinga.com/news/20/05/16125279/hearing-amazon-has-said-it-will-keep-125k-of-175k-jobs-added-during-pandemic-as-permanent-positions,Benzinga Newsdesk,2020-05-28,AMZN,2020-05-28,119.21649932861328,121.84850311279295,118.9114990234375,120.05500030517578,120.05500030517578,63804000,0.0,0.0
E-commerce Drives Multi-Pronged Expansion At UPS Airlines,https://www.benzinga.com/news/20/05/16123265/e-commerce-drives-multi-pronged-expansion-at-ups-airlines,FreightWaves,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
"Amazon Is Serious About Self-Driving Technology, Eyeing Multi-Billion Dollar Acquisition",https://www.benzinga.com/news/20/05/16118269/amazon-is-serious-about-self-driving-technology-eyeing-multi-billion-dollar-acquisition,FreightWaves,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
Bezos Says Amazon's Strategy Is To Undercharge For Prime Membership Relative TO ITs value For Customers,https://www.benzinga.com/news/20/05/16120408/bezos-says-amazons-strategy-is-to-undercharge-for-prime-membership-relative-to-its-value-for-custome,Benzinga Newsdesk,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
Same Old Leadership Song Lifts These Leveraged ETFs,https://www.benzinga.com/trading-ideas/long-ideas/20/05/16112730/same-old-leadership-song-lifts-these-leveraged-etfs,ETF Professor,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
These 10 Stocks Have Surged During The Coronavirus Pandemic,https://www.benzinga.com/news/20/05/16109182/these-10-stocks-have-surged-during-the-coronavirus-pandemic,Dylan Wittenberg,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
"A Peek Into The Markets: US Stock Futures Surge Ahead Of HP Earnings, Beige Book Report",https://www.benzinga.com/news/earnings/20/05/16113663/a-peek-into-the-markets-us-stock-futures-surge-ahead-of-hp-earnings-beige-book-report,Lisa Levin,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
"6 Stocks To Watch For May 27, 2020",https://www.benzinga.com/news/earnings/20/05/16113283/6-stocks-to-watch-for-may-27-2020,Lisa Levin,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
11 Local News Stations Ran Amazon Produced Content Praising Company's Health And Safety Efforts,https://www.benzinga.com/news/20/05/16112933/eleven-local-news-stations-ran-amazon-produced-content-praising-companys-health-and-safety-efforts,Shivdeep Dhaliwal,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
Amazon Looks To Double-Down On Self-Driving Tech With Zoox Acquisition: WSJ,https://www.benzinga.com/news/20/05/16112895/amazon-looks-to-double-down-on-self-driving-tech-with-zoox-acquisition-wsj,Neer Varshney,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
"Trump Gets Mad Over Fact Check Warning On Twitter, Claims Election Interference",https://www.benzinga.com/news/20/05/16112830/trump-gets-mad-over-fact-check-warning-on-twitter-claims-election-interference,Shivdeep Dhaliwal,2020-05-27,AMZN,2020-05-27,120.24949645996094,120.6790008544922,116.5,120.51950073242188,120.51950073242188,101138000,0.0,0.0
Amazon in Advanced Talks to Buy Self-Driving-Car Tech Company Zoox; Deal Expected to Value Zoox at Less Than Its Private Valuation,https://www.benzinga.com/m-a/20/05/16112768/amazon-in-advanced-talks-to-buy-self-driving-car-tech-company-zoox-deal-expected-to-value-zoox-at-le,Charles Gross,2020-05-26,AMZN,2020-05-26,122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,121.09300231933594,71364000,0.0,0.0
Amazon Expects To Invest $4B Apr.-June On Covid Initiatives,https://www.benzinga.com/news/20/05/16110246/amazon-expects-to-invest-4b-apr-june-on-covid-initiatives,Benzinga Newsdesk,2020-05-26,AMZN,2020-05-26,122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,121.09300231933594,71364000,0.0,0.0
"Aircraft Prices, E-Commerce Conditions Are Ripe For Amazon Air, Says Bullish BofA",https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16105886/aircraft-prices-e-commerce-conditions-are-ripe-for-amazon-air-says-bullish-bofa,Priya Nigam,2020-05-26,AMZN,2020-05-26,122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,121.09300231933594,71364000,0.0,0.0
"'Amazon is looking to invest in localized podcast content, like news and sports' -Axios, Citing Sources",https://www.benzinga.com/news/20/05/16106302/amazon-is-looking-to-invest-in-localized-podcast-content-like-news-and-sports-axios-citing-sources,Benzinga Newsdesk,2020-05-26,AMZN,2020-05-26,122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,121.09300231933594,71364000,0.0,0.0
In Consumers We Trust: 3 Leveraged ETFs That Surged In April,https://www.benzinga.com/etfs/sector-etfs/20/05/16105814/in-consumers-we-trust-3-leveraged-etfs-that-surged-in-april,Direxion,2020-05-26,AMZN,2020-05-26,122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,121.09300231933594,71364000,0.0,0.0
"'FAANG Stocks Are Strong Once Again,' Facebook, Amazon, Netflix Hit Record Highs Last Week",https://www.benzinga.com/news/20/05/16103196/faang-stocks-are-strong-once-again-facebook-amazon-netflix-hit-record-highs-last-week,Neer Varshney,2020-05-26,AMZN,2020-05-26,122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,121.09300231933594,71364000,0.0,0.0
Amazon Shareholders Demand Disclosures On COVID-19 Worker Safety,https://www.benzinga.com/news/20/05/16102939/amazon-shareholders-demand-disclosures-on-covid-19-worker-safety,Shivdeep Dhaliwal,2020-05-26,AMZN,2020-05-26,122.9000015258789,123.0999984741211,120.7030029296875,121.09300231933594,121.09300231933594,71364000,0.0,0.0
3 Tips To Make Money In The Stock Market,https://www.benzinga.com/markets/options/20/05/16096164/3-tips-to-make-money-in-the-stock-market,Renato Capelj,2020-05-22,AMZN,2020-05-22,122.75050354003906,123.49250030517578,121.50650024414062,121.84400177001952,121.84400177001952,57342000,0.0,0.0
The Secret to Tech's Resilience to COVID-19- Infrastructure Expansion,https://www.benzinga.com/news/earnings/20/05/16093892/the-secret-to-techs-resilience-to-covid-19-infrastructure-expansion,IAM Newswire,2020-05-22,AMZN,2020-05-22,122.75050354003906,123.49250030517578,121.50650024414062,121.84400177001952,121.84400177001952,57342000,0.0,0.0
A Peek Into The Markets: US Stock Futures Down Ahead Of Three-Day Weekend,https://www.benzinga.com/news/earnings/20/05/16092377/a-peek-into-the-markets-us-stock-futures-down-ahead-of-three-day-weekend,Lisa Levin,2020-05-22,AMZN,2020-05-22,122.75050354003906,123.49250030517578,121.50650024414062,121.84400177001952,121.84400177001952,57342000,0.0,0.0
Amazon Reschedules Prime Day to September As It Tries To Restore Pre-Pandemic Operations,https://www.benzinga.com/news/20/05/16091350/amazon-reschedules-prime-day-to-september-as-it-tries-to-restore-pre-pandemic-operations,Shivdeep Dhaliwal,2020-05-22,AMZN,2020-05-22,122.75050354003906,123.49250030517578,121.50650024414062,121.84400177001952,121.84400177001952,57342000,0.0,0.0
"KKR To Invest $1.5B In India's Jio Platforms, Joins Facebook, Three Other US Firms As Stakeholders",https://www.benzinga.com/news/20/05/16091364/kkr-to-invest-1-5b-in-indias-jio-platforms-joins-facebook-three-other-us-firms-as-stakeholders,Neer Varshney,2020-05-22,AMZN,2020-05-22,122.75050354003906,123.49250030517578,121.50650024414062,121.84400177001952,121.84400177001952,57342000,0.0,0.0
"Here's How Much Investing $1,000 In The 2015 Shopify IPO Would Be Worth Today",https://www.benzinga.com/general/education/20/05/16085330/heres-how-much-investing-1-000-in-the-2015-shopify-ipo-would-be-worth-today,Wayne Duggan,2020-05-21,AMZN,2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000,0.0,0.0
Making Sense Of Walmart's Decision To Close Jet.com: 'Mission Accomplished',https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16087942/making-sense-of-walmarts-decision-to-close-jet-com-mission-accomplished,Jayson Derrick,2020-05-21,AMZN,2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000,0.0,0.0
COVID-19 Has Dimmed The Magic Of e-Commerce,https://www.benzinga.com/news/20/05/16086797/covid-19-has-dimmed-the-magic-of-e-commerce,IAM Newswire,2020-05-21,AMZN,2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000,0.0,0.0
"New Investors Pile In, Fuel Record Rise In Account Openings, Trading Volumes",https://www.benzinga.com/fintech/20/05/16086818/new-investors-pile-in-fuel-record-rise-in-account-openings-trading-volumes,Renato Capelj,2020-05-21,AMZN,2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000,0.0,0.0
3 Ways Small Businesses Can Get Emergency Help Right Now,https://www.benzinga.com/government/20/05/16058010/3-ways-small-businesses-can-get-emergency-help-right-now,AARP,2020-05-21,AMZN,2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000,0.0,0.0
Stocks That Hit 52-Week Highs On Thursday,https://www.benzinga.com/news/20/05/16085782/stocks-that-hit-52-week-highs-on-thursday,Benzinga Insights,2020-05-21,AMZN,2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000,0.0,0.0
Target And Walmart Prove There's Still Some Life In Retail,https://www.benzinga.com/news/earnings/20/05/16084271/target-and-walmart-prove-theres-still-some-life-in-retail,IAM Newswire,2020-05-21,AMZN,2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000,0.0,0.0
Climate Change: Up And Down Pattern Continues As Week Advances And Powell Awaited,https://www.benzinga.com/news/earnings/20/05/16085182/climate-change-up-and-down-pattern-continues-as-week-advances-and-powell-awaited,JJ Kinahan,2020-05-21,AMZN,2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000,0.0,0.0
Amazon Pushes Prime Day To To September,https://www.benzinga.com/news/20/05/16084886/amazon-pushes-prime-day-to-to-september,Benzinga Newsdesk,2020-05-21,AMZN,2020-05-21,125.0,126.27249908447266,122.1269989013672,122.33699798583984,122.33699798583984,102288000,0.0,0.0
"Amazon Issues Press Release Highlighting 'Crucible,' Its Free-To-Play Shooter Game",https://www.benzinga.com/news/20/05/16080412/amazon-issues-press-release-highlighting-crucible-its-free-to-play-shooter-game,Benzinga Newsdesk,2020-05-20,AMZN,2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000,0.0,0.0
"A Challenge To Amazon, As Microsoft And FedEx Enter Multiyear Collaboration",https://www.benzinga.com/news/20/05/16071938/a-challenge-to-amazon-as-microsoft-and-fedex-enter-multiyear-collaboration,FreightWaves,2020-05-20,AMZN,2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000,0.0,0.0
'Crucible' Is Out: Here's Everything You Need To Know About Amazon's First Video Game,https://www.benzinga.com/news/20/05/16078166/crucible-is-out-heres-everything-you-need-to-know-about-amazons-first-video-game,Crystal Mills,2020-05-20,AMZN,2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000,0.0,0.0
Facebook's New Shopping Feature Lifts Stock To All-Time Highs,https://www.benzinga.com/analyst-ratings/analyst-color/20/05/16077618/facebooks-new-shopping-feature-lifts-stock-to-all-time-highs,Jayson Derrick,2020-05-20,AMZN,2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000,0.0,0.0
Stocks That Hit 52-Week Highs On Wednesday,https://www.benzinga.com/news/20/05/16076168/stocks-that-hit-52-week-highs-on-wednesday,Benzinga Insights,2020-05-20,AMZN,2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000,0.0,0.0
"'Amazon launches its first big-budget game, a shooter called Crucible' -Tweet From CNBC",https://www.benzinga.com/news/20/05/16075347/amazon-launches-its-first-big-budget-game-a-shooter-called-crucible-tweet-from-cnbc,Benzinga Newsdesk,2020-05-20,AMZN,2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000,0.0,0.0
Facebook Plans To Resume Work In Office In July At 25% Capacity And Safety Measures In Place,https://www.benzinga.com/news/20/05/16072397/facebook-plans-to-resume-work-in-office-since-july-at-25-capacity-and-safety-measures-in-place,Neer Varshney,2020-05-20,AMZN,2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000,0.0,0.0
Alibaba Invests $1.4B In AI And Internet of Things Systems For Its Smart Speakers,https://www.benzinga.com/news/20/05/16072461/alibaba-invests-1-4b-in-ai-and-internet-of-things-systems-for-its-smart-speakers,Shivdeep Dhaliwal,2020-05-20,AMZN,2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000,0.0,0.0
McDonald's Faces Class Action Over Lack Of Worker Protection Against Coronavirus,https://www.benzinga.com/news/20/05/16072339/mcdonalds-faces-class-action-over-lack-of-worker-protection-against-coronavirus,Neer Varshney,2020-05-20,AMZN,2020-05-20,123.89350128173828,125.00050354003906,123.3635025024414,124.89700317382812,124.89700317382812,79962000,0.0,0.0
Opinion: Is Amazon Really A Winner Of The Pandemic?,https://www.benzinga.com/opinion/20/05/16066299/opinion-is-amazon-really-a-winner-of-the-pandemic,IAM Newswire,2020-05-19,AMZN,2020-05-19,121.4915008544922,124.25,121.44850158691406,122.46649932861328,122.46649932861328,86410000,0.0,0.0
"Amazon Announces New Fulfillment Center In Wilmington, Delaware",https://www.benzinga.com/news/20/05/16067241/amazon-announces-new-fulfillment-center-in-wilmington-delaware,Benzinga Newsdesk,2020-05-19,AMZN,2020-05-19,121.4915008544922,124.25,121.44850158691406,122.46649932861328,122.46649932861328,86410000,0.0,0.0
"Walmart Earnings Look Strong Across the Board, But Home Depot Down After Missing on EPS",https://www.benzinga.com/markets/20/05/16065422/walmart-earnings-look-strong-across-the-board-but-home-depot-down-after-missing-on-eps,JJ Kinahan,2020-05-19,AMZN,2020-05-19,121.4915008544922,124.25,121.44850158691406,122.46649932861328,122.46649932861328,86410000,0.0,0.0
Women's Wear Daily On Monday Published Article 'Hear Amazon in Talks With Penney's',https://www.benzinga.com/m-a/20/05/16063578/womens-wear-daily-on-monday-published-article-hear-amazon-in-talks-with-penneys,Benzinga Newsdesk,2020-05-19,AMZN,2020-05-19,121.4915008544922,124.25,121.44850158691406,122.46649932861328,122.46649932861328,86410000,0.0,0.0
'Hear Amazon in Talks With Penney's' -Yesterday WWD Report,https://www.benzinga.com/news/20/05/16063556/hear-amazon-in-talks-with-penneys-yesterday-wwd-report,Benzinga Newsdesk,2020-05-19,AMZN,2020-05-19,121.4915008544922,124.25,121.44850158691406,122.46649932861328,122.46649932861328,86410000,0.0,0.0
Amazon Warehouse Workers In Seattle Area Can Now Have Access To Company's Virtual Medical Clinic,https://www.benzinga.com/news/20/05/16061414/amazon-warehouse-workers-in-seattle-area-can-now-have-access-to-companys-virtual-medical-clinic,Shivdeep Dhaliwal,2020-05-19,AMZN,2020-05-19,121.4915008544922,124.25,121.44850158691406,122.46649932861328,122.46649932861328,86410000,0.0,0.0
Walmart Earnings Ahead: Sales Figures May Offer Outlook For Spending During Coronavirus Lockdown,https://www.benzinga.com/news/earnings/20/05/16059949/walmart-earnings-ahead-sales-figures-may-offer-outlook-for-spending-during-coronavirus-lockdown,JJ Kinahan,2020-05-18,AMZN,2020-05-18,120.21749877929688,121.6500015258789,119.20050048828124,121.31300354003906,121.31300354003906,87144000,0.0,0.0
